Company_ID,Legal_Entity_Name,PAN_Number,Financial_Year,Quarter,Customer_ID,Customer_Name,TAN_Number,Invoice_Number,Invoice_Date,Invoice_Amount,GST_Amount,Payment_Date,Gross_Payment,Payment_Method,Bank_Name,Bank_Account_Number,Receipt_Reference,TDS_Applicable,TDS_Section,TDS_Rate,TDS_Deducted,Form26AS_Credit,AIS_Credit,Difference_Amount,Credit_Status,Compliance_Status,Evidence_Status,Risk_Score,Narration
53,Browsecat,ABCDE1234F,2021,Q1,53,Jesse Grennan,ABCD12345E,INV-2021-000789,12/12/2020,4366.4,888.91,6/18/2020,5706.58,Cheque,Yamia,7793060574,UTR250401000123,false,194IA,7.47,729.11,483.54,415.85,433.66,Section Mismatch,Escalated,Missing,6,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
54,Zooxo,XYZW5678P,2020,Q1,54,Stu Yearne,LMNO90123Q,INV-2020-000456,5/11/2020,6073.5,755.09,7/16/2020,4984.0,Cheque,Rhyloo,4484991878,UTR250401000123,false,194IA,5.31,175.65,193.95,299.03,-302.7,Matched,Compliant,Partial,6,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
55,Blognation,ABCDE1234F,2020,Q2,55,Jessi Hosburn,LMNO90123Q,INV-2020-000123,1/8/2021,3833.66,795.24,3/29/2021,5476.81,Bank Transfer,Dabvine,9596544185,UTR250401000123,false,194J,6.33,615.55,281.95,460.01,-69.24,Missing Credit,Compliant,Ready,8,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
56,Edgeify,ABCDE1234F,2021,Q1,56,Nathanil Sheriff,ABCD12345E,INV-2020-000123,3/12/2021,9383.14,800.44,10/14/2021,1368.8,Bank Transfer,Browsecat,1511367026,UTR250401000123,false,194IA,8.55,527.88,162.73,320.44,-26.5,Missing Credit,Compliant,Partial,6,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
57,Tazz,ABCDE1234F,2021,Q2,57,Dody Chaikovski,WXYZ67890P,INV-2021-000789,2/28/2021,3471.18,665.81,3/25/2020,4096.04,Credit Card,Zooveo,1019247832,UTR250402000456,false,194C,1.54,869.07,49.37,359.08,375.2,Section Mismatch,Escalated,Partial,5,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi."
58,Tambee,ABCDE1234F,2020,Q1,58,Patton Phair,ABCD12345E,INV-2020-000123,3/12/2020,2891.1,798.92,3/7/2020,5506.81,Bank Transfer,Skinte,6111302711,TXN250401000123,true,194IA,2.51,560.74,184.53,137.93,-127.8,Matched,Escalated,Partial,8,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
59,Blogpad,ABCDE1234F,2021,Q3,59,Hyacinth Pryor,WXYZ67890P,INV-2020-000456,8/5/2021,2009.84,946.58,1/6/2021,3844.43,Credit Card,Fiveclub,1012838783,TXN250401000123,true,194J,3.2,799.96,7.56,350.56,341.09,Section Mismatch,Escalated,Ready,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
60,Twimbo,ABCDE1234F,2020,Q2,60,Tadeas Hugues,LMNO90123Q,INV-2021-000789,1/1/2021,8811.06,810.1,12/24/2020,9353.39,Cheque,Demimbu,4711545788,TXN250401000123,true,194IA,1.07,740.03,488.95,227.36,-17.23,Section Mismatch,Escalated,Partial,6,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
61,Quimba,LMNO9012Q,2020,Q4,61,Carny Cancellieri,LMNO90123Q,INV-2020-000456,1/17/2020,8031.67,523.74,1/14/2021,2750.04,Bank Transfer,Trilia,6046287286,UTR250402000456,true,194C,8.03,193.53,58.41,198.35,-451.68,Matched,Compliant,Missing,4,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
62,Twitternation,XYZW5678P,2020,Q1,62,Jilly Tonbridge,LMNO90123Q,INV-2020-000456,3/30/2020,8799.99,746.72,4/5/2021,4905.78,Bank Transfer,Pixope,3262313055,TXN250401000123,true,194J,6.87,291.24,157.2,199.58,-364.19,Section Mismatch,Needs Review,Ready,6,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem."
63,Flashset,XYZW5678P,2021,Q3,63,Homerus Botly,ABCD12345E,INV-2020-000456,10/7/2021,2924.77,906.33,10/3/2021,1467.68,Bank Transfer,Omba,7837920572,TXN250401000123,true,194IA,3.9,887.66,305.65,384.62,-405.91,Matched,Escalated,Missing,10,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
64,Livetube,ABCDE1234F,2020,Q1,64,Poul Deble,WXYZ67890P,INV-2020-000456,7/19/2021,7531.33,799.32,5/31/2021,7653.66,Cheque,Kwinu,4625390939,TXN250401000123,false,194C,6.75,829.05,48.31,260.11,-228.14,Missing Credit,Escalated,Ready,8,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
65,Tagfeed,XYZW5678P,2020,Q2,65,Balduin Wiley,LMNO90123Q,INV-2020-000123,2/26/2021,5600.26,799.15,3/1/2021,1062.72,Credit Card,Zoomlounge,4638252703,TXN250401000123,false,194J,9.02,487.38,433.11,139.72,-316.57,Missing Credit,Escalated,Missing,3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
66,Zoomzone,LMNO9012Q,2020,Q2,66,Valeda Matchitt,LMNO90123Q,INV-2020-000456,2/9/2020,4285.65,663.0,4/27/2020,5987.65,Bank Transfer,Cogilith,3349557941,UTR250402000456,false,194IA,5.53,179.04,77.98,112.65,87.43,Section Mismatch,Compliant,Partial,3,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
67,Yombu,LMNO9012Q,2020,Q4,67,Heinrick Domenicone,WXYZ67890P,INV-2020-000456,3/14/2021,1476.47,592.78,8/13/2021,5976.74,Cheque,Dynazzy,6842272474,UTR250401000123,true,194IA,4.21,997.51,231.19,101.68,463.68,Missing Credit,Needs Review,Partial,6,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
68,Eadel,ABCDE1234F,2021,Q1,68,Morse Tinline,WXYZ67890P,INV-2020-000456,1/31/2021,1055.78,807.72,8/2/2021,2940.26,Cheque,Linktype,4883208611,UTR250402000456,true,194IA,7.51,903.19,408.92,95.71,-260.98,Matched,Escalated,Missing,1,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
69,Twimm,LMNO9012Q,2020,Q4,69,Jeramey Trow,LMNO90123Q,INV-2020-000456,7/16/2020,1661.93,248.08,12/17/2021,3009.66,Bank Transfer,Wikizz,7809162645,TXN250401000123,false,194J,5.41,989.59,124.8,463.98,224.72,Matched,Needs Review,Partial,5,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
70,Edgeify,XYZW5678P,2020,Q4,70,Berny Kefford,WXYZ67890P,INV-2020-000456,9/27/2021,9844.71,324.11,2/8/2021,8753.85,Bank Transfer,Jamia,4280127555,UTR250401000123,true,194C,7.82,728.68,114.35,372.34,482.57,Missing Credit,Compliant,Missing,5,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
71,Yakitri,ABCDE1234F,2020,Q1,71,Renard Reinhardt,LMNO90123Q,INV-2020-000456,4/27/2021,6619.01,974.76,2/11/2021,1121.49,Credit Card,Skimia,3696617252,UTR250401000123,true,194J,6.34,591.22,88.86,184.11,-47.68,Section Mismatch,Escalated,Missing,3,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
72,Skipfire,ABCDE1234F,2020,Q2,72,Irina Smiz,ABCD12345E,INV-2020-000456,9/29/2021,1656.01,790.39,10/31/2020,8908.64,Cheque,Babbleblab,3332535392,TXN250401000123,false,194J,5.49,557.04,70.38,182.28,440.15,Matched,Compliant,Ready,4,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
73,Tagopia,LMNO9012Q,2021,Q3,73,Dede Dowdney,WXYZ67890P,INV-2020-000123,12/26/2021,1785.81,618.04,1/29/2021,3638.49,Credit Card,Jamia,6676299440,UTR250402000456,false,194IA,9.21,664.4,90.7,153.4,-394.02,Section Mismatch,Needs Review,Ready,5,Donec ut mauris eget massa tempor convallis.
74,Kare,LMNO9012Q,2021,Q4,74,Kermie Guye,WXYZ67890P,INV-2020-000456,6/2/2021,9108.63,756.95,12/4/2020,5174.78,Credit Card,Meemm,9791420242,TXN250401000123,true,194IA,7.01,623.53,92.74,177.73,468.0,Matched,Needs Review,Ready,4,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
75,Zooveo,LMNO9012Q,2021,Q3,75,Barnaby Clacey,WXYZ67890P,INV-2021-000789,4/4/2021,4151.04,795.15,2/22/2020,4080.76,Bank Transfer,Yata,3407138171,TXN250401000123,true,194J,9.02,157.69,401.49,15.21,-303.36,Matched,Compliant,Missing,5,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
76,Izio,ABCDE1234F,2021,Q2,76,Miguel Jerrolt,ABCD12345E,INV-2020-000123,4/2/2021,6766.9,252.52,6/19/2021,4708.82,Credit Card,Devshare,1293379140,UTR250402000456,true,194J,8.63,548.91,437.1,305.16,-282.78,Missing Credit,Escalated,Partial,5,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
77,Realfire,XYZW5678P,2021,Q4,77,Marin M'Quharg,LMNO90123Q,INV-2021-000789,4/1/2020,8673.43,469.58,10/15/2020,9256.05,Bank Transfer,Yambee,8558149629,TXN250401000123,true,194IA,7.92,842.44,138.61,455.56,310.71,Missing Credit,Compliant,Missing,5,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
78,Twinder,LMNO9012Q,2020,Q3,78,Humberto Iley,WXYZ67890P,INV-2021-000789,7/21/2020,2118.2,413.79,7/26/2021,8858.86,Cheque,Livepath,3052346000,UTR250401000123,false,194C,6.17,854.22,8.31,121.97,-385.69,Matched,Needs Review,Missing,8,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
79,Flashspan,ABCDE1234F,2020,Q1,79,Sarge Harlowe,WXYZ67890P,INV-2020-000123,7/10/2020,1901.23,386.41,3/5/2020,7331.28,Credit Card,Skidoo,2747658776,TXN250401000123,true,194J,9.61,714.99,342.65,53.5,-186.43,Missing Credit,Needs Review,Ready,10,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
80,Jaloo,ABCDE1234F,2020,Q2,80,Ansley Ellens,WXYZ67890P,INV-2021-000789,2/8/2021,1032.8,808.43,8/18/2020,5333.18,Cheque,Realbridge,4091238554,UTR250402000456,true,194C,3.46,984.23,77.02,141.57,-286.79,Section Mismatch,Compliant,Partial,7,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
81,Muxo,LMNO9012Q,2021,Q1,81,Jerrold Benoey,WXYZ67890P,INV-2020-000456,3/2/2021,1758.78,797.66,10/16/2020,7654.72,Cheque,Jabbertype,8538334823,UTR250402000456,true,194IA,8.43,923.9,324.84,4.37,-161.41,Missing Credit,Escalated,Missing,8,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
82,Plambee,LMNO9012Q,2020,Q4,82,Garrett Read,ABCD12345E,INV-2020-000123,5/20/2021,1987.53,127.36,3/11/2021,4386.6,Cheque,Wordpedia,4643295353,UTR250401000123,true,194J,7.13,676.55,450.81,185.96,-155.09,Missing Credit,Compliant,Partial,4,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
83,Avavee,ABCDE1234F,2020,Q3,83,Koralle Daysh,LMNO90123Q,INV-2021-000789,6/13/2020,7173.49,156.81,11/15/2020,6706.55,Bank Transfer,Quinu,7823071533,UTR250401000123,true,194C,1.13,915.04,41.79,44.13,-214.99,Section Mismatch,Compliant,Partial,2,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
84,Meezzy,ABCDE1234F,2021,Q1,84,Paxton Mardall,WXYZ67890P,INV-2020-000456,12/6/2020,5831.49,819.91,4/4/2020,9071.83,Cheque,Geba,6049227221,UTR250401000123,true,194J,1.26,227.32,406.06,234.77,-340.98,Missing Credit,Needs Review,Ready,7,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
85,Twitternation,XYZW5678P,2020,Q3,85,Hew Pembry,ABCD12345E,INV-2021-000789,3/23/2021,4770.27,597.5,7/21/2021,6339.72,Cheque,Miboo,5334399437,UTR250402000456,false,194C,1.16,217.52,186.66,310.88,161.0,Matched,Escalated,Ready,3,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
86,Bubblemix,LMNO9012Q,2020,Q3,86,Jabez Donkersley,WXYZ67890P,INV-2021-000789,3/14/2020,4159.49,758.38,2/27/2020,5547.54,Bank Transfer,Miboo,6826898599,UTR250401000123,true,194C,7.71,105.96,55.06,352.01,-394.03,Section Mismatch,Compliant,Missing,3,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
87,Buzzster,LMNO9012Q,2021,Q2,87,Bertrando Whapples,ABCD12345E,INV-2021-000789,3/2/2021,8362.38,953.69,7/25/2020,5620.13,Bank Transfer,Agimba,2561271568,TXN250401000123,true,194C,1.87,759.7,478.07,442.08,-271.83,Missing Credit,Compliant,Missing,6,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus."
88,Oyoba,ABCDE1234F,2020,Q3,88,Barbara Scardifeild,WXYZ67890P,INV-2020-000456,7/23/2020,3325.11,929.27,9/6/2020,3435.36,Cheque,Youtags,8591094874,UTR250401000123,true,194IA,5.33,774.62,25.44,17.01,-452.0,Matched,Needs Review,Partial,5,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
89,Babblestorm,LMNO9012Q,2021,Q4,89,Margaux Allwood,WXYZ67890P,INV-2020-000456,9/14/2021,5839.82,967.94,4/5/2021,4190.02,Cheque,Kare,2270854689,UTR250402000456,false,194J,6.1,633.86,31.6,435.4,252.95,Missing Credit,Escalated,Missing,6,Sed accumsan felis.
90,Buzzster,XYZW5678P,2021,Q1,90,Corena Dacres,LMNO90123Q,INV-2020-000123,12/16/2020,5553.01,698.2,10/22/2021,9823.25,Cheque,Lajo,4493947564,UTR250401000123,true,194C,9.15,553.74,240.29,82.3,381.82,Matched,Escalated,Partial,2,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
91,Talane,ABCDE1234F,2020,Q3,91,Junie Wabersich,ABCD12345E,INV-2020-000123,6/22/2020,9489.36,697.65,5/29/2020,3528.27,Credit Card,Meemm,2624830364,UTR250401000123,false,194C,9.6,468.21,309.13,81.79,183.04,Section Mismatch,Needs Review,Partial,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
92,Eire,ABCDE1234F,2021,Q3,92,Christoper Simonou,ABCD12345E,INV-2021-000789,4/11/2021,7396.37,591.41,10/30/2020,9729.72,Cheque,Vipe,1757235001,UTR250402000456,false,194IA,5.83,215.88,194.57,337.29,-496.8,Matched,Escalated,Partial,3,In eleifend quam a odio. In hac habitasse platea dictumst.
93,Eamia,XYZW5678P,2020,Q3,93,Wilt Whitfield,ABCD12345E,INV-2020-000456,5/9/2021,3022.66,370.27,8/28/2020,3816.87,Credit Card,Podcat,5057459208,TXN250401000123,false,194IA,5.86,459.75,159.17,46.76,317.98,Missing Credit,Compliant,Partial,1,Morbi ut odio.
94,Zoomdog,LMNO9012Q,2021,Q4,94,Tristam Galton,LMNO90123Q,INV-2021-000789,7/6/2020,3216.73,941.18,8/2/2020,7259.18,Credit Card,Twitterbridge,7668088485,UTR250402000456,true,194C,3.4,721.88,377.62,296.26,-297.79,Section Mismatch,Needs Review,Missing,4,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
95,Babblestorm,XYZW5678P,2020,Q2,95,Briano Strover,ABCD12345E,INV-2021-000789,1/27/2021,3985.76,474.33,10/8/2020,5495.75,Cheque,Pixoboo,1609295466,UTR250401000123,true,194C,1.91,425.98,158.0,66.0,-146.33,Missing Credit,Needs Review,Partial,10,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
96,Devify,ABCDE1234F,2020,Q3,96,Shaun Bison,LMNO90123Q,INV-2020-000123,3/7/2020,4896.45,242.02,3/24/2020,6288.08,Credit Card,Jaxworks,1597016826,TXN250401000123,true,194J,9.84,953.16,369.21,420.05,-175.83,Section Mismatch,Escalated,Ready,9,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
